policy_id,snapshot_date,issue_date,status,product_type,state,urbanicity,distribution_channel,payment_mode,autopay_flag,current_age,income_estimate,face_amount,annualized_premium,premium_paid_last_3m,missed_payment_count_6m,agent_touch_count_12m,cash_value,loan_balance,address_change_12m,beneficiary_change_12m,lapse_next_month
P10022,2024-04-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,29.6,66056.16,250000,1010.0,168.33,1,2,263.28,0.0,0,0,0
P10022,2024-05-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,29.7,66056.16,250000,1010.0,252.5,1,2,457.16,0.0,0,0,0
P10022,2024-06-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,29.8,66056.16,250000,1010.0,252.5,1,3,301.5,0.0,0,0,0
P10022,2024-07-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,29.8,66056.16,250000,1010.0,168.33,1,2,267.27,0.0,0,0,0
P10022,2024-08-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,29.9,66056.16,250000,1010.0,168.33,0,3,574.55,0.0,1,0,0
P10022,2024-09-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,30.0,66056.16,250000,1010.0,252.5,1,3,580.16,0.0,0,0,0
P10022,2024-10-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,30.1,66056.16,250000,1010.0,252.5,1,2,733.68,0.0,0,0,0
P10022,2024-11-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,30.2,66056.16,250000,1010.0,252.5,1,3,489.36,205.8,1,0,0
P10022,2024-12-01,2020-09-01,active,Universal Life,PA,urban,Bank,monthly,0,30.2,66056.16,250000,1010.0,252.5,1,2,598.67,0.0,0,0,0
P10023,2023-01-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.0,76061.42,750000,343.42,686.83,0,1,3476.45,0.0,0,0,0
P10023,2023-02-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.1,76061.42,750000,343.42,1030.25,0,2,3256.61,0.0,0,0,0
P10023,2023-03-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.2,76061.42,750000,343.42,1030.25,0,1,1858.66,0.0,1,1,0
P10023,2023-04-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.2,76061.42,750000,343.42,1030.25,0,1,3757.18,0.0,0,0,0
P10023,2023-05-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.3,76061.42,750000,343.42,1030.25,0,1,3172.16,0.0,0,0,0
P10023,2023-06-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.4,76061.42,750000,343.42,1030.25,0,1,3164.37,791.0,0,0,0
P10023,2023-07-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.5,76061.42,750000,343.42,1030.25,0,1,2307.05,0.0,0,1,0
P10023,2023-08-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.6,76061.42,750000,343.42,1030.25,0,2,2452.69,0.0,0,0,0
P10023,2023-09-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.7,76061.42,750000,343.42,1030.25,0,1,4635.75,0.0,0,0,0
P10023,2023-10-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.8,76061.42,750000,343.42,686.83,0,2,2413.67,0.0,0,0,0
P10023,2023-11-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.8,76061.42,750000,343.42,1030.25,0,3,3424.03,0.0,0,0,0
P10023,2023-12-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,33.9,76061.42,750000,343.42,1030.25,0,1,2494.84,0.0,0,0,0
P10023,2024-01-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.0,76061.42,750000,343.42,1030.25,0,2,2913.83,0.0,0,0,0
P10023,2024-02-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.1,76061.42,750000,343.42,1030.25,0,1,4613.62,0.0,0,0,0
P10023,2024-03-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.2,76061.42,750000,343.42,1030.25,0,1,2620.23,0.0,0,0,0
P10023,2024-04-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.2,76061.42,750000,343.42,1030.25,0,5,4232.62,0.0,0,0,0
P10023,2024-05-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.3,76061.42,750000,343.42,686.83,0,1,4734.35,0.0,0,0,0
P10023,2024-06-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.4,76061.42,750000,343.42,1030.25,1,2,2060.37,0.0,0,0,0
P10023,2024-07-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.5,76061.42,750000,343.42,1030.25,1,1,4483.92,0.0,0,0,0
P10023,2024-08-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.6,76061.42,750000,343.42,1030.25,1,2,3022.19,0.0,0,0,0
P10023,2024-09-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.7,76061.42,750000,343.42,1030.25,1,1,2026.09,0.0,0,0,0
P10023,2024-10-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.8,76061.42,750000,343.42,1030.25,0,1,2508.07,0.0,0,0,0
P10023,2024-11-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.8,76061.42,750000,343.42,1030.25,0,1,5652.11,0.0,0,0,0
P10023,2024-12-01,2017-01-01,active,Indexed Universal Life,AZ,suburban,Broker,annual,1,34.9,76061.42,750000,343.42,686.83,0,1,4013.42,0.0,0,0,0
P10024,2023-01-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,54.8,31719.95,250000,1885.86,471.47,0,3,2623.14,0.0,0,0,0
P10024,2023-02-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,54.8,31719.95,250000,1885.86,471.47,0,2,1322.12,0.0,0,0,0
P10024,2023-03-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,54.9,31719.95,250000,1885.86,471.47,0,1,1696.39,0.0,0,0,0
P10024,2023-04-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.0,31719.95,250000,1885.86,471.47,0,1,2687.71,0.0,1,0,0
P10024,2023-05-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.1,31719.95,250000,1885.86,471.47,0,1,2335.67,0.0,0,0,0
P10024,2023-06-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.2,31719.95,250000,1885.86,314.31,0,1,2189.54,0.0,0,0,0
P10024,2023-07-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.2,31719.95,250000,1885.86,314.31,1,1,1565.49,0.0,0,0,0
P10024,2023-08-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.3,31719.95,250000,1885.86,471.47,1,1,1525.51,0.0,1,0,0
P10024,2023-09-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.4,31719.95,250000,1885.86,314.31,0,2,2681.39,0.0,0,0,0
P10024,2023-10-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.5,31719.95,250000,1885.86,471.47,1,1,1250.15,0.0,1,0,0
P10024,2023-11-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.6,31719.95,250000,1885.86,471.47,1,2,2782.09,0.0,0,0,0
P10024,2023-12-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.7,31719.95,250000,1885.86,471.47,1,3,1932.45,0.0,1,0,0
P10024,2024-01-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.8,31719.95,250000,1885.86,471.47,1,1,2581.51,0.0,0,0,0
P10024,2024-02-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.8,31719.95,250000,1885.86,471.47,1,1,1835.06,0.0,0,0,0
P10024,2024-03-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,55.9,31719.95,250000,1885.86,471.47,1,2,2266.35,0.0,0,0,0
P10024,2024-04-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.0,31719.95,250000,1885.86,471.47,2,2,1277.25,0.0,0,0,0
P10024,2024-05-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.1,31719.95,250000,1885.86,314.31,1,1,2128.95,0.0,0,0,0
P10024,2024-06-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.2,31719.95,250000,1885.86,314.31,1,1,2057.7,0.0,0,0,0
P10024,2024-07-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.2,31719.95,250000,1885.86,471.47,2,1,1400.13,0.0,0,0,0
P10024,2024-08-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.3,31719.95,250000,1885.86,471.47,1,2,1853.1,0.0,0,0,0
P10024,2024-09-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.4,31719.95,250000,1885.86,471.47,1,2,2266.85,0.0,0,0,0
P10024,2024-10-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.5,31719.95,250000,1885.86,471.47,0,1,1347.2,0.0,1,1,0
P10024,2024-11-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.6,31719.95,250000,1885.86,471.47,1,1,1669.37,0.0,0,0,0
P10024,2024-12-01,2015-04-01,active,Universal Life,NY,urban,Agent,monthly,0,56.7,31719.95,250000,1885.86,471.47,0,1,2848.85,0.0,0,0,0
P10025,2023-01-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.5,47527.0,250000,135.48,406.44,1,2,0.0,0.0,0,0,0
P10025,2023-02-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.6,47527.0,250000,135.48,406.44,1,1,0.0,0.0,0,0,0
P10025,2023-03-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.7,47527.0,250000,135.48,406.44,0,1,0.0,0.0,0,0,0
P10025,2023-04-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.8,47527.0,250000,135.48,406.44,0,1,0.0,0.0,0,0,0
P10025,2023-05-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.8,47527.0,250000,135.48,406.44,0,2,0.0,0.0,0,0,0
P10025,2023-06-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,55.9,47527.0,250000,135.48,406.44,0,2,0.0,0.0,0,0,0
P10025,2023-07-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.0,47527.0,250000,135.48,406.44,0,3,0.0,0.0,0,0,0
P10025,2023-08-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.1,47527.0,250000,135.48,406.44,0,2,0.0,0.0,0,0,0
P10025,2023-09-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.2,47527.0,250000,135.48,406.44,1,1,0.0,0.0,0,0,0
P10025,2023-10-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.2,47527.0,250000,135.48,406.44,1,2,0.0,0.0,0,0,0
P10025,2023-11-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.3,47527.0,250000,135.48,406.44,1,1,0.0,0.0,0,0,0
P10025,2023-12-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.4,47527.0,250000,135.48,406.44,2,3,0.0,0.0,0,0,0
P10025,2024-01-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.5,47527.0,250000,135.48,270.96,2,3,0.0,0.0,0,0,0
P10025,2024-02-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.6,47527.0,250000,135.48,406.44,2,2,0.0,0.0,0,0,0
P10025,2024-03-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.7,47527.0,250000,135.48,406.44,2,2,0.0,0.0,0,0,0
P10025,2024-04-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.8,47527.0,250000,135.48,406.44,3,2,0.0,0.0,1,0,0
P10025,2024-05-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.8,47527.0,250000,135.48,406.44,3,1,0.0,0.0,0,0,0
P10025,2024-06-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,56.9,47527.0,250000,135.48,406.44,3,1,0.0,0.0,0,0,0
P10025,2024-07-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.0,47527.0,250000,135.48,270.96,3,2,0.0,0.0,1,0,0
P10025,2024-08-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.1,47527.0,250000,135.48,406.44,2,3,0.0,0.0,0,0,0
P10025,2024-09-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.2,47527.0,250000,135.48,406.44,2,2,0.0,0.0,0,0,0
P10025,2024-10-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.2,47527.0,250000,135.48,406.44,1,2,0.0,0.0,0,0,0
P10025,2024-11-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.3,47527.0,250000,135.48,270.96,1,1,0.0,0.0,0,0,0
P10025,2024-12-01,2020-07-01,active,Term Life,FL,urban,Agent,annual,0,57.4,47527.0,250000,135.48,406.44,1,2,0.0,0.0,0,0,0
P10026,2023-01-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.0,71108.21,250000,657.43,493.07,0,1,0.0,0.0,0,0,0
P10026,2023-02-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.1,71108.21,250000,657.43,328.71,0,1,0.0,0.0,0,0,0
P10026,2023-03-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.2,71108.21,250000,657.43,328.71,0,1,0.0,0.0,0,0,0
P10026,2023-04-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.2,71108.21,250000,657.43,328.71,0,2,0.0,0.0,0,0,0
P10026,2023-05-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.3,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2023-06-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.4,71108.21,250000,657.43,493.07,0,2,0.0,0.0,0,0,0
P10026,2023-07-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.5,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2023-08-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.6,71108.21,250000,657.43,493.07,1,1,0.0,0.0,1,0,0
P10026,2023-09-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.7,71108.21,250000,657.43,493.07,1,1,0.0,0.0,0,0,0
P10026,2023-10-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.8,71108.21,250000,657.43,493.07,0,2,0.0,0.0,0,0,0
P10026,2023-11-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.8,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2023-12-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,54.9,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2024-01-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.0,71108.21,250000,657.43,493.07,0,1,0.0,0.0,0,0,0
P10026,2024-02-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.1,71108.21,250000,657.43,493.07,1,0,0.0,0.0,0,0,0
P10026,2024-03-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.2,71108.21,250000,657.43,493.07,1,0,0.0,0.0,0,0,0
P10026,2024-04-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.2,71108.21,250000,657.43,493.07,2,1,0.0,0.0,0,0,0
P10026,2024-05-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.3,71108.21,250000,657.43,493.07,1,0,0.0,0.0,0,0,0
P10026,2024-06-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.4,71108.21,250000,657.43,493.07,1,1,0.0,0.0,0,0,0
P10026,2024-07-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.5,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2024-08-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.6,71108.21,250000,657.43,493.07,0,0,0.0,0.0,0,0,0
P10026,2024-09-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.7,71108.21,250000,657.43,328.71,0,3,0.0,0.0,0,0,0
P10026,2024-10-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.8,71108.21,250000,657.43,493.07,0,1,0.0,0.0,0,0,0
P10026,2024-11-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.8,71108.21,250000,657.43,493.07,1,0,0.0,0.0,0,0,0
P10026,2024-12-01,2018-01-01,active,Term Life,OH,urban,Direct,quarterly,0,55.9,71108.21,250000,657.43,493.07,0,2,0.0,0.0,0,0,0
P10027,2023-01-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,26.7,159587.85,150000,765.61,127.6,1,2,0.0,0.0,0,0,0
P10027,2023-02-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,26.8,159587.85,150000,765.61,191.4,1,3,0.0,0.0,0,0,0
P10027,2023-03-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,26.8,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2023-04-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,26.9,159587.85,150000,765.61,191.4,1,3,0.0,0.0,0,0,0
P10027,2023-05-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.0,159587.85,150000,765.61,191.4,0,4,0.0,0.0,0,0,0
P10027,2023-06-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.1,159587.85,150000,765.61,127.6,1,3,0.0,0.0,0,0,0
P10027,2023-07-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.2,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2023-08-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.2,159587.85,150000,765.61,191.4,1,3,0.0,0.0,0,0,0
P10027,2023-09-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.3,159587.85,150000,765.61,127.6,1,4,0.0,0.0,0,0,0
P10027,2023-10-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.4,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2023-11-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.5,159587.85,150000,765.61,191.4,1,3,0.0,0.0,0,0,0
P10027,2023-12-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.6,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2024-01-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.7,159587.85,150000,765.61,191.4,0,2,0.0,0.0,0,0,0
P10027,2024-02-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.8,159587.85,150000,765.61,127.6,0,2,0.0,0.0,0,0,0
P10027,2024-03-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.8,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2024-04-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,27.9,159587.85,150000,765.61,191.4,1,2,0.0,0.0,0,0,0
P10027,2024-05-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.0,159587.85,150000,765.61,191.4,0,2,0.0,0.0,0,0,0
P10027,2024-06-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.1,159587.85,150000,765.61,191.4,0,2,0.0,0.0,0,0,0
P10027,2024-07-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.2,159587.85,150000,765.61,191.4,0,3,0.0,0.0,0,0,0
P10027,2024-08-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.2,159587.85,150000,765.61,191.4,0,3,0.0,0.0,0,0,0
P10027,2024-09-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.3,159587.85,150000,765.61,191.4,0,3,0.0,0.0,0,0,0
P10027,2024-10-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.4,159587.85,150000,765.61,191.4,0,2,0.0,0.0,0,0,0
P10027,2024-11-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.5,159587.85,150000,765.61,191.4,0,2,0.0,0.0,0,0,0
P10027,2024-12-01,2022-05-01,active,Term Life,GA,urban,Agent,monthly,0,28.6,159587.85,150000,765.61,127.6,0,2,0.0,0.0,0,0,0
P10028,2023-01-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.0,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,0,0,0
P10028,2023-02-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.1,51543.14,500000,1342.64,335.66,0,2,0.0,0.0,0,1,0
P10028,2023-03-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.2,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,1,0,0
P10028,2023-04-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.2,51543.14,500000,1342.64,335.66,0,2,0.0,0.0,0,1,0
P10028,2023-05-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.3,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,0,0,0
P10028,2023-06-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.4,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,0,0,0
P10028,2023-07-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.5,51543.14,500000,1342.64,335.66,0,2,0.0,0.0,0,0,0
P10028,2023-08-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.6,51543.14,500000,1342.64,223.77,0,1,0.0,0.0,0,0,0
P10028,2023-09-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.7,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,0,0,0
P10028,2023-10-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.8,51543.14,500000,1342.64,335.66,0,5,0.0,0.0,0,0,0
P10028,2023-11-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.8,51543.14,500000,1342.64,335.66,0,1,0.0,0.0,0,0,0
P10028,2023-12-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,69.9,51543.14,500000,1342.64,335.66,0,3,0.0,0.0,0,0,0
P10028,2024-01-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.0,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-02-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.1,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-03-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.2,51543.14,500000,1342.64,335.66,1,2,0.0,0.0,0,0,0
P10028,2024-04-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.2,51543.14,500000,1342.64,335.66,1,2,0.0,0.0,0,0,0
P10028,2024-05-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.3,51543.14,500000,1342.64,223.77,1,3,0.0,0.0,0,0,0
P10028,2024-06-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.4,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-07-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.5,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-08-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.6,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-09-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.7,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-10-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.8,51543.14,500000,1342.64,335.66,1,2,0.0,0.0,0,0,0
P10028,2024-11-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.8,51543.14,500000,1342.64,335.66,1,1,0.0,0.0,0,0,0
P10028,2024-12-01,2017-01-01,active,Term Life,NY,rural,Agent,monthly,1,70.9,51543.14,500000,1342.64,223.77,1,2,0.0,0.0,0,0,0
P10029,2023-01-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.4,118012.8,100000,54.34,163.02,1,1,428.77,0.0,0,0,0
P10029,2023-02-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.5,118012.8,100000,54.34,163.02,1,2,446.6,0.0,0,1,0
P10029,2023-03-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.6,118012.8,100000,54.34,108.68,0,1,259.13,0.0,0,0,0
P10029,2023-04-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.7,118012.8,100000,54.34,163.02,0,3,635.46,0.0,0,0,0
P10029,2023-05-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.8,118012.8,100000,54.34,163.02,0,1,356.58,0.0,0,0,0
P10029,2023-06-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.8,118012.8,100000,54.34,163.02,0,1,443.94,0.0,0,0,0
P10029,2023-07-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,69.9,118012.8,100000,54.34,163.02,0,2,646.45,0.0,0,0,0
P10029,2023-08-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,70.0,118012.8,100000,54.34,163.02,0,1,397.25,0.0,0,0,0
P10029,2023-09-01,2017-08-01,active,Whole Life,IL,rural,Direct,annual,0,70.1,118012.8,100000,54.34,163.02,0,1,255.35,0.0,0,0,1
P10029,2023-10-01,2017-08-01,lapsed,Whole Life,IL,rural,Direct,annual,0,70.2,118012.8,100000,54.34,108.68,0,1,278.09,0.0,0,0,0
P10030,2023-01-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.0,47659.94,500000,4015.68,1003.92,0,1,0.0,0.0,0,0,0
P10030,2023-02-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.1,47659.94,500000,4015.68,669.28,0,1,51.34,0.0,0,0,0
P10030,2023-03-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.2,47659.94,500000,4015.68,1003.92,0,1,80.61,0.0,0,0,0
P10030,2023-04-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.2,47659.94,500000,4015.68,1003.92,0,0,62.45,0.0,0,0,0
P10030,2023-05-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.3,47659.94,500000,4015.68,1003.92,0,1,175.48,0.0,0,0,0
P10030,2023-06-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.4,47659.94,500000,4015.68,1003.92,0,2,106.05,0.0,0,0,0
P10030,2023-07-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.5,47659.94,500000,4015.68,669.28,0,1,287.34,0.0,0,0,0
P10030,2023-08-01,2023-01-01,active,Universal Life,CA,rural,Agent,monthly,1,68.6,47659.94,500000,4015.68,1003.92,0,0,406.22,0.0,0,0,0
